,payment_date,card_type,amount_spent
6664,2021-02-28 12:11:58,jcb,6093
6665,2021-10-23 19:16:33,jcb,2899
6666,2021-02-01 10:28:12,mastercard,339
6667,2021-08-10 05:12:39,china-unionpay,9036
6668,2021-07-26 07:40:57,solo,5738
6669,2021-09-10 11:19:21,maestro,7863
6670,2021-09-05 18:48:59,jcb,7817
6671,2021-06-17 03:19:39,jcb,7795
6672,2021-02-18 17:44:17,laser,4446
6673,2021-03-19 10:53:31,americanexpress,1701
6674,2021-05-04 00:32:49,china-unionpay,8887
6675,2021-10-21 00:18:39,jcb,7900
6676,2021-05-23 01:17:19,diners-club-carte-blanche,838
6677,2021-05-11 08:34:55,china-unionpay,1414
6678,2021-12-16 14:17:43,jcb,9955
6679,2021-02-03 10:02:23,jcb,341
6680,2021-09-23 19:52:40,bankcard,6205
6681,2021-05-20 08:28:59,diners-club-enroute,3983
6682,2021-01-15 09:05:39,maestro,7017
6683,2021-06-16 05:30:37,maestro,7371
6684,2021-12-30 20:21:48,jcb,5922
6685,2021-02-13 05:22:18,visa-electron,572
6686,2021-09-19 06:18:01,jcb,5569
6687,2021-12-17 20:26:12,jcb,5317
6688,2021-09-24 20:15:59,diners-club-carte-blanche,2435
6689,2021-09-23 04:07:28,maestro,3487
6690,2021-05-12 21:37:35,jcb,7618
6691,2021-03-26 20:14:22,china-unionpay,6675
6692,2021-03-17 17:17:31,jcb,7749
6693,2021-08-12 17:37:45,bankcard,1929
6694,2021-10-06 16:20:44,mastercard,6653
6695,2021-09-13 17:35:51,jcb,5960
6696,2021-07-05 00:30:36,switch,621
6697,2021-06-01 15:18:56,jcb,4915
6698,2021-03-06 02:06:01,instapayment,8685
6699,2021-09-22 08:57:51,americanexpress,3729
6700,2021-03-11 03:20:44,jcb,4454
6701,2021-09-02 04:55:24,jcb,2827
6702,2021-07-09 14:16:07,laser,2706
6703,2021-11-19 05:48:09,jcb,3469
6704,2021-10-11 01:35:05,china-unionpay,9294
6705,2021-07-26 14:05:08,visa-electron,5656
6706,2021-06-15 22:31:14,jcb,7191
6707,2021-10-05 05:07:19,maestro,3598
6708,2021-07-20 13:13:22,jcb,8248
6709,2021-11-28 13:24:13,laser,2596
6710,2021-08-11 22:31:36,jcb,1967
6711,2021-01-25 22:02:41,jcb,1582
6712,2021-12-24 02:21:02,mastercard,8129
6713,2021-10-14 16:01:06,maestro,9316
6714,2021-12-13 05:25:55,maestro,6713
6715,2021-01-20 06:38:05,switch,8032
6716,2021-07-13 22:44:11,mastercard,6286
6717,2021-04-27 15:22:09,jcb,1348
6718,2021-02-18 14:32:25,jcb,5109
6719,2021-02-08 02:44:01,jcb,2021
6720,2021-04-20 20:13:32,maestro,7578
6721,2021-05-24 00:11:04,jcb,1769
6722,2021-09-02 04:20:10,mastercard,7435
6723,2021-04-28 03:24:43,bankcard,7697
6724,2021-04-26 14:17:48,jcb,9291
6725,2021-06-11 02:24:05,mastercard,8327
6726,2021-09-30 11:51:03,jcb,6868
6727,2021-05-29 16:43:02,jcb,2693
6728,2021-06-16 14:24:33,china-unionpay,7618
6729,2021-06-20 04:53:09,jcb,1781
6730,2021-03-17 12:33:47,diners-club-enroute,4407
6731,2021-07-17 03:26:14,maestro,7344
6732,2021-09-25 08:52:01,americanexpress,7146
6733,2021-08-30 14:49:38,instapayment,9889
6734,2021-03-17 16:14:49,maestro,2625
6735,2021-02-11 21:17:57,jcb,8413
6736,2021-10-11 13:45:34,jcb,5757
6737,2021-07-29 00:11:05,jcb,5243
6738,2021-11-30 09:26:36,americanexpress,596
6739,2021-08-24 07:24:42,switch,1065
6740,2021-01-13 14:42:29,jcb,9185
6741,2021-07-31 03:39:13,jcb,7825
6742,2021-07-04 08:17:10,maestro,8214
6743,2021-05-06 23:32:22,visa-electron,3046
6744,2021-08-24 03:27:42,visa-electron,9411
6745,2021-11-09 14:05:00,maestro,434
6746,2021-06-23 13:11:31,maestro,5964
6747,2021-03-16 02:02:57,visa,2663
6748,2021-06-06 21:55:37,switch,6929
6749,2021-05-17 09:44:39,visa,5930
6750,2021-05-16 00:16:15,jcb,4769
6751,2021-03-17 08:26:56,jcb,6132
6752,2021-09-12 11:28:22,jcb,7058
6753,2021-04-26 23:10:04,diners-club-carte-blanche,8364
6754,2021-04-14 23:52:56,maestro,6368
6755,2021-03-21 10:26:51,diners-club-enroute,9754
6756,2021-10-15 11:42:53,instapayment,5765
6757,2021-10-22 23:09:26,jcb,5431
6758,2021-05-25 00:32:37,china-unionpay,8714
6759,2021-10-27 04:31:39,jcb,975
6760,2021-10-25 03:27:50,visa,4918
6761,2021-05-15 12:52:52,jcb,9732
6762,2021-08-09 02:42:14,solo,8532
6763,2021-02-28 18:37:09,maestro,3208
6764,2021-11-26 10:33:13,jcb,7526
6765,2021-08-26 01:22:47,jcb,3635
6766,2021-03-16 10:16:52,americanexpress,5975
6767,2021-03-03 03:10:04,diners-club-carte-blanche,7298
6768,2021-04-15 03:29:07,jcb,3325
6769,2021-06-02 20:03:46,americanexpress,4570
6770,2021-12-07 18:01:50,laser,7282
6771,2021-04-07 08:24:22,diners-club-carte-blanche,8346
6772,2021-12-18 03:31:33,solo,229
6773,2021-05-03 14:05:51,americanexpress,7330
6774,2021-12-26 01:28:20,diners-club-international,8276
6775,2021-06-17 10:39:02,diners-club-us-ca,7895
6776,2021-01-05 21:50:16,visa,530
6777,2021-05-03 08:01:27,maestro,5127
6778,2021-12-18 14:54:52,china-unionpay,8986
6779,2021-02-26 17:06:28,jcb,3300
6780,2021-10-02 16:57:29,bankcard,6776
6781,2021-06-01 02:05:08,jcb,6958
6782,2021-08-27 21:02:01,china-unionpay,2766
6783,2021-06-14 23:26:29,jcb,3803
6784,2021-09-16 22:32:10,jcb,8547
6785,2021-07-01 18:47:52,mastercard,1535
6786,2021-03-21 12:02:15,instapayment,4516
6787,2021-11-29 02:49:25,jcb,6091
6788,2021-07-12 11:51:28,jcb,494
6789,2021-07-22 05:46:55,jcb,5004
6790,2021-11-14 02:24:18,jcb,6283
6791,2021-01-12 20:23:06,jcb,9079
6792,2021-11-25 10:15:36,diners-club-us-ca,6150
6793,2021-07-13 12:40:28,diners-club-enroute,9850
6794,2021-11-03 10:11:15,laser,1618
6795,2021-08-29 17:12:57,jcb,1266
6796,2021-05-13 18:24:13,maestro,5073
6797,2021-01-29 00:31:14,switch,8964
6798,2021-11-27 08:35:19,switch,1809
6799,2021-09-05 16:53:49,jcb,4872
6800,2021-05-12 22:10:26,china-unionpay,9239
6801,2021-03-19 01:51:07,americanexpress,5617
6802,2021-02-19 02:30:40,jcb,7924
6803,2021-11-03 03:13:38,visa-electron,8982
6804,2021-06-12 07:22:23,jcb,2707
6805,2021-05-29 15:23:48,bankcard,8532
6806,2021-03-05 09:04:20,jcb,2989
6807,2021-05-20 09:29:14,bankcard,3502
6808,2021-09-23 13:55:56,mastercard,5536
6809,2021-04-08 07:37:02,mastercard,9454
6810,2021-11-28 04:57:33,diners-club-enroute,3342
6811,2021-07-23 17:17:37,mastercard,5177
6812,2021-01-18 00:20:01,americanexpress,3332
6813,2021-04-05 15:48:17,visa,2909
6814,2021-10-19 10:19:30,bankcard,9177
6815,2021-05-19 02:46:09,diners-club-us-ca,9567
6816,2021-07-26 02:49:31,jcb,9082
6817,2021-02-12 16:19:29,jcb,7442
6818,2021-05-31 18:10:50,mastercard,5501
6819,2021-07-01 06:01:29,jcb,9654
6820,2021-04-08 04:59:46,jcb,9144
6821,2021-07-14 14:27:20,jcb,6929
6822,2021-07-21 16:40:10,jcb,9211
6823,2021-09-27 00:35:16,laser,9289
6824,2021-01-04 14:26:00,china-unionpay,948
6825,2021-01-25 01:50:21,mastercard,7057
6826,2021-08-10 19:41:31,visa-electron,1537
6827,2021-05-27 06:24:51,switch,5405
6828,2021-09-11 08:55:38,jcb,1547
6829,2021-08-30 05:37:54,jcb,4093
6830,2021-09-23 10:34:19,jcb,5504
6831,2021-07-31 00:30:42,jcb,1124
6832,2021-06-03 12:09:41,jcb,7907
6833,2021-11-24 01:59:02,jcb,8302
6834,2021-02-18 22:46:11,maestro,9103
6835,2021-05-13 06:02:04,switch,9617
6836,2021-03-17 22:39:28,laser,1026
6837,2021-11-02 06:38:02,jcb,2680
6838,2021-10-29 03:14:56,china-unionpay,6379
6839,2021-05-23 12:54:50,bankcard,5628
6840,2021-06-23 08:09:03,jcb,4619
6841,2021-12-24 09:50:51,jcb,8669
6842,2021-12-24 04:44:29,americanexpress,2974
6843,2021-10-01 16:14:18,jcb,8618
6844,2021-04-13 18:37:10,jcb,2567
6845,2021-01-12 15:34:56,solo,1325
6846,2021-09-15 13:58:35,china-unionpay,938
6847,2021-08-19 00:49:16,jcb,3659
6848,2021-07-12 19:50:07,diners-club-enroute,3291
6849,2021-01-19 23:32:49,mastercard,1734
6850,2021-06-26 17:26:42,instapayment,1198
6851,2021-12-26 16:08:01,jcb,5143
6852,2021-01-23 22:28:07,mastercard,554
6853,2021-03-11 08:38:58,americanexpress,1878
6854,2021-11-02 17:59:57,jcb,9535
6855,2021-07-21 18:59:02,bankcard,4449
6856,2021-02-05 22:14:52,mastercard,8741
6857,2021-09-25 06:22:36,diners-club-carte-blanche,5466
6858,2021-12-18 05:26:36,maestro,787
6859,2021-05-15 14:25:39,americanexpress,6611
6860,2021-12-12 06:50:49,maestro,3857
6861,2021-12-29 20:07:08,mastercard,6693
6862,2021-09-07 11:37:38,jcb,2530
6863,2021-09-04 20:49:12,jcb,5762
6864,2021-01-11 18:58:48,mastercard,4374
6865,2021-02-08 02:43:00,diners-club-enroute,4183
6866,2021-03-31 02:30:48,instapayment,2139
6867,2021-10-06 12:02:11,diners-club-carte-blanche,3061
6868,2021-07-22 15:51:17,diners-club-us-ca,2902
6869,2021-06-05 02:35:23,jcb,5168
6870,2021-07-28 13:01:49,maestro,3439
6871,2021-12-02 22:00:37,diners-club-carte-blanche,5396
6872,2021-02-03 01:06:01,mastercard,2748
6873,2021-12-28 19:09:30,jcb,5242
6874,2021-02-11 05:51:19,jcb,4404
6875,2021-11-19 04:06:12,instapayment,4720
6876,2021-03-30 06:04:12,jcb,9799
6877,2021-01-30 00:08:15,visa,6843
6878,2021-04-08 22:27:47,jcb,5987
6879,2021-02-18 04:03:53,jcb,5955
6880,2021-12-01 13:55:58,jcb,3426
6881,2021-04-03 02:28:06,jcb,5109
6882,2021-09-18 06:14:33,jcb,5135
6883,2021-05-16 23:02:18,jcb,5184
6884,2021-02-22 08:18:47,mastercard,529
6885,2021-03-08 13:29:00,jcb,1719
6886,2021-07-14 23:23:25,jcb,1011
6887,2021-08-05 21:40:06,mastercard,1608
6888,2021-07-14 23:02:22,jcb,4513
6889,2021-08-11 05:14:13,bankcard,500
6890,2021-10-28 21:21:30,jcb,2700
6891,2021-12-19 11:04:05,jcb,2167
6892,2021-08-10 15:15:22,china-unionpay,2332
6893,2021-12-08 23:07:01,diners-club-enroute,739
6894,2021-04-16 05:51:08,switch,6957
6895,2021-11-17 19:42:53,diners-club-carte-blanche,3580
6896,2021-01-12 11:23:55,maestro,9935
6897,2021-03-21 21:04:52,diners-club-enroute,6297
6898,2021-02-15 15:03:59,visa-electron,5402
6899,2021-02-08 05:36:21,americanexpress,7652
6900,2021-06-12 13:03:28,laser,3015
6901,2021-11-28 09:44:29,jcb,494
6902,2021-12-02 00:25:30,jcb,9677
6903,2021-12-17 07:20:10,jcb,9380
6904,2021-06-24 16:38:23,switch,8485
6905,2021-12-17 20:29:46,jcb,1781
6906,2021-03-11 14:07:53,maestro,6112
6907,2021-02-05 05:12:43,mastercard,5695
6908,2021-11-04 11:23:47,laser,2261
6909,2021-05-21 01:11:39,jcb,7965
6910,2021-05-26 23:09:19,visa-electron,2013
6911,2021-01-18 06:27:44,bankcard,2864
6912,2021-05-20 01:05:43,bankcard,6975
6913,2021-06-19 05:15:04,jcb,5094
6914,2021-04-30 00:01:30,mastercard,3824
6915,2021-10-07 14:09:29,diners-club-carte-blanche,5665
6916,2021-08-14 04:43:59,jcb,9017
6917,2021-06-01 16:22:24,jcb,7800
6918,2021-12-01 03:06:00,maestro,4997
6919,2021-05-03 11:29:05,visa-electron,946
6920,2021-05-12 18:42:04,jcb,1276
6921,2021-09-17 20:15:14,mastercard,5537
6922,2021-12-02 04:58:54,jcb,6870
6923,2021-11-06 22:39:42,visa-electron,3741
6924,2021-12-30 11:02:09,switch,209
6925,2021-02-27 03:34:06,jcb,971
6926,2021-12-24 02:35:17,visa,5471
6927,2021-04-06 19:56:15,jcb,7178
6928,2021-02-15 00:12:29,jcb,7888
6929,2021-09-11 14:21:29,jcb,2313
6930,2021-09-04 12:14:30,maestro,654
6931,2021-12-10 18:14:02,jcb,7049
6932,2021-10-05 09:55:23,jcb,2332
6933,2021-03-31 11:41:54,jcb,142
6934,2021-12-07 11:06:59,laser,1408
6935,2021-09-29 21:04:37,mastercard,1233
6936,2021-09-12 05:47:50,china-unionpay,5277
6937,2021-03-13 07:35:11,jcb,896
6938,2021-12-13 15:55:31,jcb,5362
6939,2021-04-12 13:46:03,americanexpress,4295
6940,2021-07-24 16:17:05,china-unionpay,6825
6941,2021-09-01 21:55:47,jcb,5682
6942,2021-07-21 06:51:45,jcb,1087
6943,2021-08-07 21:22:02,jcb,8722
6944,2021-09-17 22:22:24,jcb,1586
6945,2021-01-19 20:13:39,visa-electron,6165
6946,2021-09-22 05:04:50,mastercard,2053
6947,2021-10-13 08:47:22,jcb,4109
6948,2021-12-24 15:53:39,jcb,3680
6949,2021-02-07 16:16:19,jcb,4358
6950,2021-02-25 07:51:35,switch,9522
6951,2021-12-26 12:22:40,jcb,6139
6952,2021-08-20 12:10:06,visa-electron,6873
6953,2021-05-13 02:57:22,laser,348
6954,2021-03-22 08:36:23,china-unionpay,7573
6955,2021-12-08 05:15:29,bankcard,7690
6956,2021-06-17 23:34:12,jcb,6195
6957,2021-01-17 05:54:49,jcb,6249
6958,2021-12-28 05:24:40,jcb,4650
6959,2021-11-25 10:14:24,jcb,5312
6960,2021-10-17 07:55:30,bankcard,3973
6961,2021-06-08 14:40:31,jcb,4389
6962,2021-12-04 10:36:24,jcb,1841
6963,2021-10-11 09:52:19,jcb,384
6964,2021-01-26 00:17:19,jcb,4078
6965,2021-06-02 18:38:15,maestro,3734
6966,2021-11-02 05:41:04,visa-electron,6258
6967,2021-05-26 09:49:54,jcb,1892
6968,2021-03-04 06:13:45,visa,509
6969,2021-01-09 23:04:52,americanexpress,7160
6970,2021-09-21 23:14:45,jcb,9671
6971,2021-08-03 04:27:32,mastercard,4343
6972,2021-12-30 09:44:22,jcb,2793
6973,2021-07-06 18:07:17,diners-club-carte-blanche,5545
6974,2021-09-08 20:09:13,switch,6077
6975,2021-01-14 10:27:58,jcb,1763
6976,2021-04-22 18:08:05,diners-club-us-ca,3789
6977,2021-07-19 14:52:08,laser,2836
6978,2021-07-22 18:25:59,americanexpress,1375
6979,2021-06-27 19:45:10,visa-electron,3234
6980,2021-06-11 13:59:19,diners-club-enroute,1427
6981,2021-05-23 04:00:04,mastercard,2718
6982,2021-09-12 05:59:22,bankcard,2313
6983,2021-04-05 05:09:51,jcb,7623
6984,2021-06-06 16:55:23,jcb,2428
6985,2021-11-08 23:54:42,jcb,5541
6986,2021-07-13 00:04:05,jcb,7991
6987,2021-06-08 07:28:06,laser,1464
6988,2021-02-27 03:29:31,jcb,8463
6989,2021-10-04 07:26:25,jcb,6870
6990,2021-08-05 19:57:44,jcb,9864
6991,2021-06-05 11:30:10,jcb,7574
6992,2021-02-14 06:06:19,jcb,2520
6993,2021-04-26 00:59:10,visa-electron,8724
6994,2021-09-03 23:19:57,china-unionpay,1659
6995,2021-09-20 09:41:22,switch,854
6996,2021-10-12 10:09:49,jcb,1381
6997,2021-07-07 08:14:41,switch,6617
6998,2021-11-29 11:13:08,switch,1889
6999,2021-09-08 05:15:24,mastercard,1140
7000,2021-04-01 00:48:53,mastercard,6635
7001,2021-11-10 18:39:38,jcb,9063
7002,2021-01-16 19:03:21,jcb,1032
7003,2021-05-22 20:10:14,jcb,7850
7004,2021-07-01 04:59:41,jcb,7577
7005,2021-05-23 18:09:01,americanexpress,7068
7006,2021-08-13 13:50:27,diners-club-enroute,1984
7007,2021-10-06 01:19:48,visa,6873
7008,2021-05-23 09:12:47,jcb,7795
7009,2021-01-30 01:43:05,switch,3047
7010,2021-01-19 19:24:01,jcb,6806
7011,2021-09-19 12:07:03,instapayment,1275
7012,2021-03-19 01:22:12,diners-club-enroute,4750
7013,2021-09-04 13:00:26,mastercard,8085
7014,2021-02-15 20:11:51,visa-electron,6685
7015,2021-04-21 01:43:58,diners-club-carte-blanche,5168
7016,2021-03-09 13:15:29,mastercard,4225
7017,2021-04-28 01:57:39,jcb,1091
7018,2021-09-18 04:29:43,jcb,8363
7019,2021-01-26 18:31:19,jcb,4267
7020,2021-03-14 09:10:11,jcb,1041
7021,2021-09-19 16:21:08,mastercard,9236
7022,2021-06-01 07:22:19,visa,6073
7023,2021-05-02 13:38:09,americanexpress,8533
7024,2021-06-25 11:58:37,mastercard,2919
7025,2021-02-10 03:40:33,mastercard,2682
7026,2021-05-26 16:59:33,switch,9643
7027,2021-03-20 07:27:58,mastercard,2968
7028,2021-09-10 22:19:27,visa,9169
7029,2021-08-22 11:20:10,jcb,5319
7030,2021-04-04 21:15:44,laser,4886
7031,2021-01-15 12:16:14,jcb,7776
7032,2021-04-25 18:05:50,jcb,2856
7033,2021-11-24 19:07:10,jcb,2431
7034,2021-03-23 18:59:15,jcb,431
7035,2021-09-11 09:12:14,jcb,2023
7036,2021-07-09 12:41:08,visa,5485
7037,2021-03-21 10:48:15,jcb,905
7038,2021-06-15 03:47:34,jcb,2200
7039,2021-03-27 11:18:08,diners-club-enroute,1318
7040,2021-03-13 07:49:11,laser,1987
7041,2021-12-07 23:01:09,americanexpress,5151
7042,2021-11-17 04:31:48,switch,1824
7043,2021-02-24 08:19:39,jcb,7113
7044,2021-01-18 06:56:06,diners-club-enroute,435
7045,2021-12-04 09:01:06,diners-club-carte-blanche,7537
7046,2021-08-18 08:12:25,jcb,6193
7047,2021-12-13 03:34:13,visa-electron,1614
7048,2021-08-28 22:08:25,jcb,360
7049,2021-12-11 09:21:57,jcb,7078
7050,2021-07-23 20:11:10,jcb,8028
7051,2021-12-25 16:18:09,visa-electron,1883
7052,2021-03-19 11:21:52,solo,2131
7053,2021-08-28 08:55:25,mastercard,7648
7054,2021-05-29 02:40:15,mastercard,4289
7055,2021-07-11 11:40:34,jcb,7275
7056,2021-03-08 04:04:51,jcb,4924
7057,2021-05-25 00:50:08,jcb,1179
7058,2021-08-09 16:02:25,jcb,1862
7059,2021-09-23 00:39:45,jcb,8743
7060,2021-09-11 14:58:25,visa-electron,3550
7061,2021-09-13 11:35:05,china-unionpay,5826
7062,2021-05-17 13:06:36,switch,9712
7063,2021-11-19 14:52:32,visa-electron,8081
7064,2021-02-11 02:29:22,jcb,1742
7065,2021-12-24 11:38:20,jcb,827
7066,2021-07-17 21:23:31,jcb,2040
7067,2021-05-22 01:12:14,laser,5916
7068,2021-10-24 15:56:41,jcb,2607
7069,2021-05-27 19:24:33,bankcard,5031
7070,2021-02-09 00:49:37,visa-electron,6801
7071,2021-12-27 16:40:14,jcb,1090
7072,2021-04-16 12:05:37,jcb,214
7073,2021-03-14 00:39:04,jcb,5227
7074,2021-12-02 22:42:25,jcb,8562
7075,2021-04-14 22:55:34,diners-club-enroute,7085
7076,2021-03-01 06:34:01,jcb,5602
7077,2021-11-07 20:49:19,visa-electron,3302
7078,2021-08-20 12:15:47,china-unionpay,2588
7079,2021-02-20 12:40:40,china-unionpay,5870
7080,2021-05-19 18:28:45,diners-club-enroute,7111
7081,2021-11-07 07:00:15,jcb,1261
7082,2021-03-02 17:25:14,jcb,4855
7083,2021-07-25 20:27:45,jcb,9101
7084,2021-10-10 23:22:34,jcb,6798
7085,2021-09-07 20:10:14,mastercard,1574
7086,2021-02-18 21:21:28,diners-club-carte-blanche,265
7087,2021-08-23 15:47:24,jcb,1005
7088,2021-12-21 10:51:28,jcb,3392
7089,2021-12-17 02:02:37,jcb,1002
7090,2021-07-13 06:00:32,diners-club-carte-blanche,5738
7091,2021-01-15 09:08:18,jcb,8693
7092,2021-12-11 16:24:14,switch,5710
7093,2021-02-14 08:23:20,maestro,1780
7094,2021-07-25 04:26:26,visa-electron,6880
7095,2021-05-03 13:49:20,visa-electron,4285
7096,2021-03-29 02:43:21,mastercard,1833
7097,2021-02-02 07:25:46,diners-club-carte-blanche,441
7098,2021-08-23 12:06:26,jcb,9567
7099,2021-05-25 01:29:16,switch,6405
7100,2021-07-27 12:15:51,china-unionpay,3200
7101,2021-12-17 08:11:35,jcb,9101
7102,2021-10-02 23:55:44,jcb,7639
7103,2021-09-23 06:39:14,diners-club-enroute,7801
7104,2021-07-29 06:24:45,jcb,1465
7105,2021-07-17 04:23:07,mastercard,8114
7106,2021-10-23 11:02:03,jcb,7321
7107,2021-05-14 00:04:15,mastercard,8298
7108,2021-07-15 21:34:58,instapayment,5832
7109,2021-01-12 20:34:09,jcb,7282
7110,2021-01-05 02:57:48,jcb,5585
7111,2021-07-25 08:19:54,jcb,9452
7112,2021-08-10 08:59:52,jcb,2226
7113,2021-06-02 04:53:04,laser,3475
7114,2021-04-24 05:15:21,china-unionpay,3470
7115,2021-02-28 09:27:38,mastercard,1373
7116,2021-10-10 02:51:02,diners-club-enroute,7714
7117,2021-09-22 23:41:52,mastercard,807
7118,2021-10-15 16:48:58,maestro,3307
7119,2021-09-08 10:40:32,jcb,4203
7120,2021-08-05 23:19:55,laser,2141
7121,2021-07-29 20:57:37,visa-electron,5764
7122,2021-06-05 15:13:48,mastercard,5312
7123,2021-01-20 02:41:42,instapayment,9680
7124,2021-07-14 18:30:37,jcb,4600
7125,2021-04-10 04:46:54,mastercard,7726
7126,2021-04-07 13:57:44,laser,7407
7127,2021-03-14 00:16:29,americanexpress,1502
7128,2021-05-16 09:58:15,jcb,4661
7129,2021-10-20 08:34:05,jcb,8297
7130,2021-03-28 03:45:53,jcb,8794
7131,2021-05-30 21:58:47,jcb,2028
7132,2021-07-12 01:51:05,jcb,2610
7133,2021-10-25 07:51:50,jcb,6912
7134,2021-10-28 14:44:58,diners-club-enroute,5033
7135,2021-08-11 02:54:02,diners-club-enroute,5172
7136,2021-09-13 04:18:47,mastercard,7528
7137,2021-03-15 15:12:16,jcb,9323
7138,2021-03-21 18:07:21,laser,1830
7139,2021-06-12 20:03:23,jcb,6818
7140,2021-03-05 14:12:17,visa-electron,9729
7141,2021-04-14 20:37:11,switch,2126
7142,2021-11-21 08:28:37,mastercard,2597
7143,2021-11-10 04:51:16,instapayment,8068
7144,2021-06-16 19:29:55,mastercard,7931
7145,2021-08-31 12:32:14,switch,371
7146,2021-11-26 08:18:09,bankcard,5996
7147,2021-05-21 08:46:23,jcb,2196
7148,2021-10-21 09:01:37,jcb,5566
7149,2021-05-02 13:29:17,switch,4625
7150,2021-04-05 22:19:03,diners-club-enroute,8430
7151,2021-01-13 14:05:31,jcb,5141
7152,2021-03-02 15:40:10,jcb,4811
7153,2021-11-17 18:32:17,maestro,8670
7154,2021-11-26 09:24:06,jcb,2065
7155,2021-04-24 02:43:48,diners-club-international,3495
7156,2021-03-17 23:26:04,bankcard,189
7157,2021-08-02 04:30:29,maestro,8107
7158,2021-10-04 05:20:16,maestro,9834
7159,2021-11-30 14:43:13,mastercard,2056
7160,2021-01-08 17:42:25,jcb,5644
7161,2021-08-08 18:59:22,jcb,3001
7162,2021-04-27 08:42:44,jcb,5829
7163,2021-02-07 14:08:59,jcb,6542
7164,2021-02-25 01:18:09,diners-club-enroute,6120
7165,2021-01-14 05:01:35,switch,8313
7166,2021-01-07 00:16:15,jcb,5727
7167,2021-05-05 00:42:30,jcb,7722
7168,2021-03-13 06:08:43,jcb,4343
7169,2021-10-13 13:35:20,americanexpress,8775
7170,2021-06-21 12:42:43,maestro,1215
7171,2021-10-11 12:46:28,visa,6524
7172,2021-02-19 06:50:16,jcb,1445
7173,2021-06-23 20:22:09,jcb,9758
7174,2021-03-07 03:58:31,visa-electron,1683
7175,2021-08-09 14:03:32,diners-club-enroute,195
7176,2021-04-28 03:58:56,maestro,9671
7177,2021-12-02 10:27:33,americanexpress,4075
7178,2021-06-20 23:16:14,switch,8376
7179,2021-02-18 04:15:36,jcb,6885
7180,2021-04-29 01:29:02,jcb,6734
7181,2021-09-04 07:13:51,jcb,4233
7182,2021-08-14 07:26:59,jcb,1010
7183,2021-02-18 15:32:57,jcb,6387
7184,2021-10-19 10:46:50,jcb,3792
7185,2021-04-13 00:34:15,jcb,4168
7186,2021-01-10 13:22:13,switch,4349
7187,2021-09-09 19:42:02,visa,8685
7188,2021-07-02 00:56:46,switch,8116
7189,2021-11-21 09:34:21,maestro,2075
7190,2021-05-26 10:59:17,switch,1939
7191,2021-08-19 17:14:03,china-unionpay,1552
7192,2021-09-06 20:58:35,jcb,7098
7193,2021-10-09 09:34:44,mastercard,4941
7194,2021-02-12 10:49:08,jcb,6619
7195,2021-08-21 08:31:01,jcb,9794
7196,2021-06-20 00:27:49,jcb,8459
7197,2021-02-05 14:34:22,jcb,363
7198,2021-09-02 00:23:18,visa-electron,6129
7199,2021-02-26 11:49:39,switch,8377
7200,2021-03-03 23:59:28,jcb,5600
7201,2021-11-05 09:40:19,bankcard,9695
7202,2021-03-27 00:28:14,switch,8483
7203,2021-04-29 18:58:35,jcb,9759
7204,2021-03-15 13:43:47,americanexpress,4465
7205,2021-06-16 21:07:07,laser,6607
7206,2021-06-08 12:56:31,bankcard,8279
7207,2021-02-03 12:52:29,laser,9315
7208,2021-04-01 10:14:24,jcb,4806
7209,2021-03-07 00:43:56,bankcard,611
7210,2021-01-06 12:21:13,jcb,3642
7211,2021-12-15 22:59:44,solo,4381
7212,2021-09-03 17:02:27,diners-club-carte-blanche,4176
7213,2021-05-26 13:06:18,jcb,9915
7214,2021-03-02 18:51:50,maestro,6030
7215,2021-06-12 22:54:19,laser,3848
7216,2021-12-28 08:05:05,americanexpress,3794
7217,2021-03-22 03:28:20,instapayment,8707
7218,2021-10-12 14:32:35,jcb,6150
7219,2021-07-09 01:02:15,switch,2158
7220,2021-08-11 06:00:20,maestro,4968
7221,2021-05-14 23:30:46,jcb,3112
7222,2021-03-09 23:55:52,switch,1721
7223,2021-03-23 02:01:21,visa,3087
7224,2021-12-06 02:23:03,china-unionpay,9665
7225,2021-02-25 19:42:08,jcb,439
7226,2021-04-18 05:08:12,jcb,209
7227,2021-04-11 10:24:31,jcb,3083
7228,2021-07-31 11:33:37,jcb,3043
7229,2021-10-24 16:17:07,jcb,9695
7230,2021-11-06 01:25:35,maestro,1437
7231,2021-07-11 20:47:07,visa-electron,4276
7232,2021-06-15 20:46:46,diners-club-carte-blanche,794
7233,2021-08-04 14:05:35,china-unionpay,7884
7234,2021-07-22 09:05:07,solo,129
7235,2021-11-08 02:41:38,instapayment,8857
7236,2021-05-18 22:28:47,maestro,4654
7237,2021-02-20 12:28:09,bankcard,3236
7238,2021-06-20 12:26:50,jcb,8882
7239,2021-01-29 18:16:56,switch,3664
7240,2021-01-20 04:26:10,mastercard,4656
7241,2021-11-30 08:15:57,maestro,8520
7242,2021-04-16 03:41:50,jcb,9208
7243,2021-03-26 21:27:08,maestro,7931
7244,2021-09-19 06:10:21,maestro,9458
7245,2021-07-15 17:40:32,visa-electron,8312
7246,2021-08-16 08:16:00,bankcard,6902
7247,2021-08-07 07:04:11,bankcard,7931
7248,2021-11-25 11:35:53,switch,2559
7249,2021-01-02 19:29:50,switch,5872
7250,2021-02-04 15:18:46,maestro,4928
7251,2021-12-21 22:11:11,jcb,802
