nation_or_region_name,type,sequence_num,longitude,latitude,part
Scotland,nation,156,-3.492541,54.913093,115
Scotland,nation,157,-3.548915,54.901933,115
Scotland,nation,158,-3.631801,54.844519,115
Scotland,nation,159,-3.691474,54.854213,115
Scotland,nation,160,-3.749162,54.843109,115
Scotland,nation,161,-3.737333,54.857947,115
Scotland,nation,162,-3.757241,54.858832,115
Scotland,nation,163,-3.80954,54.830133,115
Scotland,nation,164,-3.818759,54.835515,115
Scotland,nation,165,-3.835761,54.816379,115
Scotland,nation,166,-3.983734,54.76806,115
Scotland,nation,167,-4.047174,54.769742,115
Scotland,nation,168,-4.082995,54.799805,115
Scotland,nation,169,-4.092245,54.765449,115
Scotland,nation,170,-4.1272,54.783371,115
Scotland,nation,171,-4.159111,54.779347,115
Scotland,nation,172,-4.24723,54.835045,115
Scotland,nation,173,-4.324212,54.847314,115
Scotland,nation,174,-4.309264,54.834421,115
Scotland,nation,175,-4.387617,54.872876,115
Scotland,nation,176,-4.340373,54.799182,115
Scotland,nation,177,-4.364999,54.741025,115
Scotland,nation,178,-4.347851,54.710869,115
Scotland,nation,179,-4.394242,54.677157,115
Scotland,nation,180,-4.540611,54.71919,115
Scotland,nation,181,-4.574254,54.734954,115
Scotland,nation,182,-4.600311,54.772994,115
Scotland,nation,183,-4.710418,54.822617,115
Scotland,nation,184,-4.771378,54.829075,115
Scotland,nation,185,-4.821059,54.853197,115
Scotland,nation,186,-4.850251,54.851422,115
Scotland,nation,187,-4.951464,54.801154,115
Scotland,nation,188,-4.902971,54.702018,115
Scotland,nation,189,-4.864281,54.683242,115
Scotland,nation,190,-4.876402,54.640641,115
Scotland,nation,191,-4.852709,54.637187,115
Scotland,nation,192,-4.922732,54.643414,115
Scotland,nation,193,-4.96577,54.664833,115
Scotland,nation,194,-4.972865,54.689622,115
Scotland,nation,195,-4.94899,54.700153,115
Scotland,nation,196,-4.960143,54.728853,115
Scotland,nation,197,-4.992608,54.734856,115
Scotland,nation,198,-5.002256,54.772981,115
Scotland,nation,199,-5.148631,54.860654,115
Scotland,nation,200,-5.186278,54.916584,115
Scotland,nation,201,-5.186682,54.975156,115
Scotland,nation,202,-5.160765,55.008069,115
Scotland,nation,203,-5.098451,55.018563,115
Scotland,nation,204,-5.046532,54.969638,115
Scotland,nation,205,-5.05125,54.960072,115
Scotland,nation,206,-5.073285,54.962177,115
Scotland,nation,207,-5.063754,54.92806,115
Scotland,nation,208,-5.030297,54.906241,115
Scotland,nation,209,-4.997676,54.920169,115
Scotland,nation,210,-5.060968,55.02709,115
Scotland,nation,211,-4.996841,55.138102,115
Scotland,nation,212,-4.866379,55.221799,115
Scotland,nation,213,-4.83857,55.278188,115
Scotland,nation,214,-4.849239,55.322881,115
Scotland,nation,215,-4.777147,55.361028,115
Scotland,nation,216,-4.768372,55.403275,115
Scotland,nation,217,-4.735153,55.426074,115
Scotland,nation,218,-4.650417,55.449224,115
Scotland,nation,219,-4.622999,55.49557,115
Scotland,nation,220,-4.632148,55.515836,115
Scotland,nation,221,-4.686862,55.546536,115
Scotland,nation,222,-4.658563,55.552411,115
Scotland,nation,223,-4.682002,55.595057,115
Scotland,nation,224,-4.760196,55.628354,115
Scotland,nation,225,-4.819127,55.633933,115
Scotland,nation,226,-4.863681,55.682456,115
Scotland,nation,227,-4.906028,55.699378,115
Scotland,nation,228,-4.904903,55.730279,115
Scotland,nation,229,-4.857738,55.756792,115
Scotland,nation,230,-4.855204,55.774218,115
Scotland,nation,231,-4.892401,55.832861,115
Scotland,nation,232,-4.898829,55.89163,115
Scotland,nation,233,-4.871432,55.909893,115
Scotland,nation,234,-4.878449,55.943045,115
Scotland,nation,235,-4.806308,55.957969,115
Scotland,nation,236,-4.795913,55.972156,115
Scotland,nation,237,-4.696915,55.952805,115
Scotland,nation,238,-4.704374,55.940597,115
Scotland,nation,239,-4.68493,55.935629,115
Scotland,nation,240,-4.669269,55.941826,115
Scotland,nation,241,-4.686778,55.952042,115
Scotland,nation,242,-4.644518,55.952533,115
Scotland,nation,243,-4.702608,55.967386,115
Scotland,nation,244,-4.72132,55.998618,115
Scotland,nation,245,-4.790829,56.013072,115
Scotland,nation,246,-4.831877,56.078396,115
Scotland,nation,247,-4.825879,56.034466,115
Scotland,nation,248,-4.765625,55.988474,115
Scotland,nation,249,-4.838391,55.983288,115
Scotland,nation,250,-4.867266,56.013573,115
Scotland,nation,251,-4.880189,56.05818,115
Scotland,nation,252,-4.74764,56.203157,115
Scotland,nation,253,-4.789676,56.182006,115
Scotland,nation,254,-4.861651,56.099825,115
Scotland,nation,255,-4.886982,56.109119,115
Scotland,nation,256,-4.901802,56.169035,115
Scotland,nation,257,-4.916692,56.164551,115
Scotland,nation,258,-4.899781,56.146598,115
Scotland,nation,259,-4.908698,56.112099,115
Scotland,nation,260,-4.87403,56.086304,115
Scotland,nation,261,-4.911301,56.049565,115
Scotland,nation,262,-4.896506,55.983825,115
Scotland,nation,263,-4.952745,55.989527,115
Scotland,nation,264,-4.907441,55.966458,115
Scotland,nation,265,-4.980443,55.860171,115
Scotland,nation,266,-5.045274,55.870971,115
Scotland,nation,267,-5.068812,55.951667,115
Scotland,nation,268,-5.106008,55.971558,115
Scotland,nation,269,-5.124822,56.005949,115
Scotland,nation,270,-5.073836,55.900957,115
Scotland,nation,271,-5.11199,55.901144,115
Scotland,nation,272,-5.178698,55.932867,115
Scotland,nation,273,-5.197275,55.959524,115
Scotland,nation,274,-5.195917,55.931927,115
Scotland,nation,275,-5.241087,55.894074,115
Scotland,nation,276,-5.205856,55.85675,115
Scotland,nation,277,-5.204093,55.826508,115
Scotland,nation,278,-5.258701,55.848384,115
Scotland,nation,279,-5.288426,55.846689,115
Scotland,nation,280,-5.290339,55.856185,115
Scotland,nation,281,-5.312615,55.852454,115
Scotland,nation,282,-5.31154,55.87543,115
Scotland,nation,283,-5.353034,55.898037,115
Scotland,nation,284,-5.330654,55.957038,115
Scotland,nation,285,-5.347976,55.972778,115
Scotland,nation,286,-5.335041,56.007899,115
Scotland,nation,287,-5.352019,56.010581,115
Scotland,nation,288,-5.315257,56.01194,115
Scotland,nation,289,-5.284737,56.055051,115
Scotland,nation,290,-5.210262,56.105149,115
Scotland,nation,291,-5.203196,56.128581,115
Scotland,nation,292,-5.100935,56.156831,115
Scotland,nation,293,-5.060804,56.207853,115
Scotland,nation,294,-4.930284,56.269551,115
Scotland,nation,295,-4.997344,56.242214,115
Scotland,nation,296,-5.045619,56.233667,115
Scotland,nation,297,-5.056738,56.244481,115
Scotland,nation,298,-5.117059,56.170965,115
Scotland,nation,299,-5.236144,56.128422,115
Scotland,nation,300,-5.298311,56.064237,115
Scotland,nation,301,-5.31338,56.057157,115
Scotland,nation,302,-5.335846,56.065523,115
Scotland,nation,303,-5.337985,56.031217,115
Scotland,nation,304,-5.384674,56.002388,115
Scotland,nation,305,-5.400425,55.997679,115
Scotland,nation,306,-5.446013,56.020803,115
Scotland,nation,307,-5.449673,55.971441,115
Scotland,nation,308,-5.395376,55.870785,115
Scotland,nation,309,-5.415034,55.863574,115
Scotland,nation,310,-5.384998,55.862521,115
Scotland,nation,311,-5.339733,55.827545,115
Scotland,nation,312,-5.314002,55.783725,115
Scotland,nation,313,-5.327052,55.763984,115
Scotland,nation,314,-5.394814,55.750018,115
Scotland,nation,315,-5.448864,55.707795,115
Scotland,nation,316,-5.482289,55.643036,115
Scotland,nation,317,-5.45789,55.575406,115
Scotland,nation,318,-5.492754,55.570524,115
Scotland,nation,319,-5.48983,55.529445,115
Scotland,nation,320,-5.509433,55.488194,115
Scotland,nation,321,-5.543538,55.467803,115
Scotland,nation,322,-5.550079,55.434231,115
Scotland,nation,323,-5.603666,55.425643,115
Scotland,nation,324,-5.579075,55.413866,115
Scotland,nation,325,-5.538745,55.428724,115
Scotland,nation,326,-5.553392,55.418575,115
Scotland,nation,327,-5.51818,55.361368,115
Scotland,nation,328,-5.604034,55.306954,115
Scotland,nation,329,-5.686117,55.307793,115
Scotland,nation,330,-5.761575,55.288659,115
Scotland,nation,331,-5.805269,55.310756,115
Scotland,nation,332,-5.79711,55.390717,115
Scotland,nation,333,-5.71672,55.443442,115
Scotland,nation,334,-5.703831,55.532571,115
Scotland,nation,335,-5.717092,55.573972,115
Scotland,nation,336,-5.673513,55.63248,115
Scotland,nation,337,-5.67718,55.682415,115
Scotland,nation,338,-5.618696,55.711278,115
Scotland,nation,339,-5.572004,55.767436,115
Scotland,nation,340,-5.481784,55.804639,115
Scotland,nation,341,-5.440662,55.855527,115
Scotland,nation,342,-5.596039,55.758948,115
Scotland,nation,343,-5.616641,55.761449,115
Scotland,nation,344,-5.608018,55.795068,115
Scotland,nation,345,-5.639872,55.786703,115
Scotland,nation,346,-5.665128,55.798873,115
Scotland,nation,347,-5.663504,55.847293,115
Scotland,nation,348,-5.583091,55.92917,115
Scotland,nation,349,-5.609134,55.929006,115
Scotland,nation,350,-5.67911,55.886129,115
Scotland,nation,351,-5.689145,55.918168,115
Scotland,nation,352,-5.569288,56.022145,115
Scotland,nation,353,-5.598121,56.015502,115
Scotland,nation,354,-5.566819,56.041258,115
Scotland,nation,355,-5.609095,56.023948,115
Scotland,nation,356,-5.577338,56.052558,115
Scotland,nation,357,-5.624819,56.024469,115
Scotland,nation,358,-5.612526,56.016429,115
Scotland,nation,359,-5.648925,55.982848,115
Scotland,nation,360,-5.636323,56.012843,115
Scotland,nation,361,-5.653937,55.99771,115
Scotland,nation,362,-5.663417,55.978876,115
Scotland,nation,363,-5.64955,55.980123,115
Scotland,nation,364,-5.694335,55.931135,115
Scotland,nation,365,-5.709505,55.93575,115
Scotland,nation,366,-5.685173,55.962139,115
Scotland,nation,367,-5.715206,55.948765,115
Scotland,nation,368,-5.632719,56.05279,115
Scotland,nation,369,-5.58439,56.092247,115
Scotland,nation,370,-5.542252,56.09435,115
Scotland,nation,371,-5.568711,56.113889,115
Scotland,nation,372,-5.50561,56.187108,115
Scotland,nation,373,-5.525791,56.187664,115
Scotland,nation,374,-5.614798,56.131609,115
Scotland,nation,375,-5.566809,56.211016,115
Scotland,nation,376,-5.546326,56.217665,115
Scotland,nation,377,-5.56706,56.236687,115
Scotland,nation,378,-5.487016,56.256832,115
Scotland,nation,379,-5.504767,56.269696,115
Scotland,nation,380,-5.516209,56.259601,115
Scotland,nation,381,-5.598833,56.250556,115
Scotland,nation,382,-5.578189,56.332951,115
Scotland,nation,383,-5.548896,56.349335,115
Scotland,nation,384,-5.520466,56.340453,115
Scotland,nation,385,-5.449216,56.361599,115
Scotland,nation,386,-5.497086,56.361652,115
Scotland,nation,387,-5.52027,56.345201,115
Scotland,nation,388,-5.538418,56.35962,115
Scotland,nation,389,-5.514515,56.395678,115
Scotland,nation,390,-5.473249,56.412791,115
Scotland,nation,391,-5.483631,56.436557,115
Scotland,nation,392,-5.441072,56.455702,115
Scotland,nation,393,-5.381489,56.458851,115
Scotland,nation,394,-5.414276,56.458982,115
Scotland,nation,395,-5.401006,56.47071,115
Scotland,nation,396,-5.422226,56.494356,115
Scotland,nation,397,-5.459623,56.474092,115
Scotland,nation,398,-5.452995,56.487243,115
Scotland,nation,399,-5.475399,56.48025,115
Scotland,nation,400,-5.414649,56.535911,115
Scotland,nation,401,-5.381653,56.510831,115
Scotland,nation,402,-5.333711,56.521014,115
Scotland,nation,403,-5.296449,56.546464,115
Scotland,nation,404,-5.24972,56.548557,115
Scotland,nation,405,-5.261135,56.554077,115
Scotland,nation,406,-5.231496,56.563905,115
Scotland,nation,407,-5.319984,56.547802,115
Scotland,nation,408,-5.366817,56.523495,115
Scotland,nation,409,-5.39513,56.542959,115
Scotland,nation,410,-5.417692,56.538388,115
Scotland,nation,411,-5.362327,56.602937,115
Scotland,nation,412,-5.299885,56.637069,115
Scotland,nation,413,-5.326988,56.646841,115
Scotland,nation,414,-5.316857,56.654111,115
Scotland,nation,415,-5.278007,56.670378,115
Scotland,nation,416,-5.252046,56.666798,115
Scotland,nation,417,-5.223098,56.686519,115
Scotland,nation,418,-5.146864,56.677125,115
Scotland,nation,419,-4.969469,56.714574,115
Scotland,nation,420,-5.162646,56.684888,115
Scotland,nation,421,-5.185698,56.69964,115
Scotland,nation,422,-5.249958,56.701374,115
Scotland,nation,423,-5.113298,56.817736,115
Scotland,nation,424,-5.111186,56.835508,115
Scotland,nation,425,-5.192066,56.854709,115
Scotland,nation,426,-5.328384,56.858285,115
Scotland,nation,427,-5.305969,56.847788,115
Scotland,nation,428,-5.179957,56.846632,115
Scotland,nation,429,-5.119026,56.833434,115
Scotland,nation,430,-5.231324,56.758517,115
Scotland,nation,431,-5.255811,56.731668,115
Scotland,nation,432,-5.242255,56.720091,115
Scotland,nation,433,-5.284118,56.699383,115
Scotland,nation,434,-5.308131,56.707863,115
Scotland,nation,435,-5.469597,56.614751,115
Scotland,nation,436,-5.518944,56.616591,115
Scotland,nation,437,-5.493349,56.602978,115
Scotland,nation,438,-5.559548,56.544664,115
Scotland,nation,439,-5.685159,56.497091,115
Scotland,nation,440,-5.695298,56.511485,115
Scotland,nation,441,-5.744349,56.524378,115
Scotland,nation,442,-5.753325,56.517708,115
Scotland,nation,443,-5.772096,56.532707,115
Scotland,nation,444,-5.748205,56.564855,115
Scotland,nation,445,-5.781529,56.532428,115
Scotland,nation,446,-5.905494,56.551202,115
Scotland,nation,447,-6.00087,56.618913,115
Scotland,nation,448,-6.00511,56.649661,115
Scotland,nation,449,-5.923599,56.652337,115
Scotland,nation,450,-5.909343,56.657403,115
Scotland,nation,451,-5.951031,56.658396,115
Scotland,nation,452,-5.928073,56.669586,115
Scotland,nation,453,-5.832787,56.623478,115
Scotland,nation,454,-5.876708,56.644789,115
Scotland,nation,455,-5.87655,56.657706,115
Scotland,nation,456,-5.8398,56.6606,115
Scotland,nation,457,-5.746839,56.701964,115
Scotland,nation,458,-5.659591,56.676585,115
Scotland,nation,459,-5.544616,56.687799,115
Scotland,nation,460,-5.66398,56.680111,115
Scotland,nation,461,-5.718061,56.709876,115
Scotland,nation,462,-5.777043,56.715072,115
Scotland,nation,463,-5.839292,56.672287,115
Scotland,nation,464,-5.860891,56.680493,115
Scotland,nation,465,-5.92592,56.675337,115
Scotland,nation,466,-5.947892,56.686508,115
Scotland,nation,467,-5.974496,56.672131,115
Scotland,nation,468,-5.986396,56.683526,115
Scotland,nation,469,-6.029902,56.679942,115
Scotland,nation,470,-6.053068,56.692773,115
Scotland,nation,471,-6.184472,56.687207,115
Scotland,nation,472,-6.228214,56.715837,115
Scotland,nation,473,-6.211825,56.735463,115
Scotland,nation,474,-6.183996,56.736964,115
Scotland,nation,475,-6.188438,56.755026,115
Scotland,nation,476,-5.982416,56.769057,115
Scotland,nation,477,-5.966123,56.7848,115
Scotland,nation,478,-5.914285,56.753179,115
Scotland,nation,479,-5.886531,56.763521,115
Scotland,nation,480,-5.871144,56.756798,115
Scotland,nation,481,-5.890407,56.766484,115
Scotland,nation,482,-5.887145,56.785352,115
Scotland,nation,483,-5.862348,56.778157,115
Scotland,nation,484,-5.792866,56.792619,115
Scotland,nation,485,-5.887876,56.790594,115
Scotland,nation,486,-5.87837,56.811558,115
Scotland,nation,487,-5.830868,56.80119,115
Scotland,nation,488,-5.868157,56.810212,115
Scotland,nation,489,-5.85634,56.833341,115
Scotland,nation,490,-5.817781,56.830391,115
Scotland,nation,491,-5.755955,56.848611,115
Scotland,nation,492,-5.719144,56.843829,115
Scotland,nation,493,-5.67602,56.870692,115
Scotland,nation,494,-5.688703,56.879564,115
Scotland,nation,495,-5.72617,56.849396,115
Scotland,nation,496,-5.78908,56.859751,115
Scotland,nation,497,-5.725615,56.885449,115
Scotland,nation,498,-5.737213,56.895667,115
Scotland,nation,499,-5.88737,56.873995,115
Scotland,nation,500,-5.924568,56.889919,115
Scotland,nation,501,-5.893699,56.905997,115
Scotland,nation,502,-5.851151,56.899715,115
Scotland,nation,503,-5.8524,56.909374,115
Scotland,nation,504,-5.902329,56.920407,115
Scotland,nation,505,-5.859296,56.941409,115
Scotland,nation,506,-5.820672,57.012474,115
Scotland,nation,507,-5.72758,57.018498,115
Scotland,nation,508,-5.708029,56.99119,115
Scotland,nation,509,-5.635339,56.970223,115
Scotland,nation,510,-5.524037,56.994418,115
Scotland,nation,511,-5.551843,56.998917,115
Scotland,nation,512,-5.622158,56.981449,115
Scotland,nation,513,-5.662804,56.994915,115
Scotland,nation,514,-5.684029,57.037289,115
Scotland,nation,515,-5.740455,57.028013,115
Scotland,nation,516,-5.763842,57.048044,115
Scotland,nation,517,-5.78166,57.043677,115
Scotland,nation,518,-5.797839,57.065363,115
Scotland,nation,519,-5.722475,57.118395,115
Scotland,nation,520,-5.648245,57.127916,115
Scotland,nation,521,-5.591933,57.119325,115
Scotland,nation,522,-5.533507,57.087558,115
Scotland,nation,523,-5.515532,57.098883,115
Scotland,nation,524,-5.391823,57.108952,115
Scotland,nation,525,-5.426708,57.115208,115
Scotland,nation,526,-5.528137,57.101765,115
Scotland,nation,527,-5.563336,57.13347,115
Scotland,nation,528,-5.611057,57.145455,115
Scotland,nation,529,-5.660531,57.142499,115
Scotland,nation,530,-5.699301,57.166373,115
Scotland,nation,531,-5.629552,57.209896,115
Scotland,nation,532,-5.656496,57.228041,115
Scotland,nation,533,-5.636441,57.250848,115
Scotland,nation,534,-5.531344,57.271294,115
Scotland,nation,535,-5.423098,57.213712,115
Scotland,nation,536,-5.405667,57.232706,115
Scotland,nation,537,-5.451029,57.237054,115
Scotland,nation,538,-5.517321,57.274249,115
Scotland,nation,539,-5.486542,57.306096,115
Scotland,nation,540,-5.460434,57.310675,115
Scotland,nation,541,-5.484312,57.309943,115
Scotland,nation,542,-5.524879,57.273192,115
Scotland,nation,543,-5.526474,57.280621,115
Scotland,nation,544,-5.593166,57.270611,115
Scotland,nation,545,-5.651989,57.285245,115
Scotland,nation,546,-5.734361,57.282611,115
Scotland,nation,547,-5.718242,57.283545,115
Scotland,nation,548,-5.720486,57.315675,115
Scotland,nation,549,-5.680561,57.32599,115
Scotland,nation,550,-5.686673,57.341469,115
Scotland,nation,551,-5.646774,57.349506,115
Scotland,nation,552,-5.644547,57.335724,115
Scotland,nation,553,-5.576213,57.354503,115
Scotland,nation,554,-5.535445,57.35318,115
Scotland,nation,555,-5.456113,57.403445,115
Scotland,nation,556,-5.474149,57.40866,115
Scotland,nation,557,-5.556809,57.357518,115
Scotland,nation,558,-5.603215,57.354487,115
Scotland,nation,559,-5.640724,57.369999,115
Scotland,nation,560,-5.602739,57.388001,115
Scotland,nation,561,-5.616973,57.403421,115
Scotland,nation,562,-5.743985,57.351363,115
Scotland,nation,563,-5.78899,57.346332,115
Scotland,nation,564,-5.808856,57.373591,115
Scotland,nation,565,-5.823806,57.362608,115
Scotland,nation,566,-5.817908,57.432738,115
Scotland,nation,567,-5.855524,57.44341,115
Scotland,nation,568,-5.87384,57.473476,115
Scotland,nation,569,-5.836616,57.580435,115
Scotland,nation,570,-5.81107,57.586069,115
Scotland,nation,571,-5.742729,57.543998,115
Scotland,nation,572,-5.707224,57.540138,115
Scotland,nation,573,-5.708846,57.556413,115
Scotland,nation,574,-5.699103,57.532434,115
Scotland,nation,575,-5.650051,57.510696,115
Scotland,nation,576,-5.65583,57.54563,115
Scotland,nation,577,-5.621615,57.521167,115
Scotland,nation,578,-5.623147,57.532311,115
Scotland,nation,579,-5.534928,57.531249,115
Scotland,nation,580,-5.523786,57.543882,115
Scotland,nation,581,-5.590066,57.55652,115
Scotland,nation,582,-5.668867,57.545575,115
Scotland,nation,583,-5.703915,57.563763,115
Scotland,nation,584,-5.700886,57.572321,115
Scotland,nation,585,-5.681765,57.567653,115
Scotland,nation,586,-5.686657,57.577071,115
Scotland,nation,587,-5.727858,57.585372,115
Scotland,nation,588,-5.755783,57.623199,115
Scotland,nation,589,-5.818885,57.638996,115
Scotland,nation,590,-5.789517,57.697584,115
Scotland,nation,591,-5.738137,57.70844,115
Scotland,nation,592,-5.683908,57.689075,115
Scotland,nation,593,-5.67169,57.701452,115
Scotland,nation,594,-5.696394,57.730153,115
Scotland,nation,595,-5.759817,57.730985,115
Scotland,nation,596,-5.812983,57.749914,115
Scotland,nation,597,-5.81427,57.858186,115
Scotland,nation,598,-5.696784,57.872212,115
Scotland,nation,599,-5.691689,57.843717,115
Scotland,nation,600,-5.659661,57.82225,115
Scotland,nation,601,-5.665997,57.798876,115
Scotland,nation,602,-5.602655,57.76806,115
Scotland,nation,603,-5.622264,57.789813,115
Scotland,nation,604,-5.579374,57.790436,115
Scotland,nation,605,-5.597951,57.802009,115
Scotland,nation,606,-5.582644,57.83599,115
Scotland,nation,607,-5.643213,57.855113,115
Scotland,nation,608,-5.657355,57.889425,115
Scotland,nation,609,-5.618657,57.924403,115
Scotland,nation,610,-5.561796,57.918619,115
Scotland,nation,611,-5.536241,57.867959,115
Scotland,nation,612,-5.468108,57.853323,115
Scotland,nation,613,-5.422236,57.909231,115
Scotland,nation,614,-5.310176,57.860877,115
Scotland,nation,615,-5.231553,57.847097,115
Scotland,nation,616,-5.247459,57.867116,115
Scotland,nation,617,-5.311051,57.878802,115
Scotland,nation,618,-5.340085,57.906483,115
Scotland,nation,619,-5.393909,57.912457,115
Scotland,nation,620,-5.404387,57.931361,115
Scotland,nation,621,-5.371255,57.93015,115
Scotland,nation,622,-5.364733,57.939438,115
Scotland,nation,623,-5.328686,57.914302,115
Scotland,nation,624,-5.239653,57.917672,115
Scotland,nation,625,-5.127117,57.874923,115
Scotland,nation,626,-5.071282,57.827198,115
Scotland,nation,627,-5.100498,57.870123,115
Scotland,nation,628,-5.223753,57.924816,115
Scotland,nation,629,-5.181618,57.940945,115
Scotland,nation,630,-5.193882,57.957117,115
Scotland,nation,631,-5.310892,57.978735,115
Scotland,nation,632,-5.331905,58.006596,115
Scotland,nation,633,-5.356502,58.006414,115
Scotland,nation,634,-5.362404,58.028158,115
Scotland,nation,635,-5.420184,58.032878,115
Scotland,nation,636,-5.413201,58.052396,115
Scotland,nation,637,-5.45875,58.077005,115
Scotland,nation,638,-5.424983,58.106614,115
Scotland,nation,639,-5.36401,58.070121,115
Scotland,nation,640,-5.337902,58.081256,115
Scotland,nation,641,-5.301072,58.06473,115
Scotland,nation,642,-5.267877,58.102335,115
Scotland,nation,643,-5.303013,58.119751,115
Scotland,nation,644,-5.262176,58.121127,115
Scotland,nation,645,-5.299595,58.136966,115
Scotland,nation,646,-5.241012,58.147715,115
Scotland,nation,647,-5.309979,58.154898,115
Scotland,nation,648,-5.278794,58.166984,115
Scotland,nation,649,-5.311657,58.16151,115
Scotland,nation,650,-5.305504,58.176208,115
Scotland,nation,651,-5.33266,58.180405,115
Scotland,nation,652,-5.362019,58.21738,115
Scotland,nation,653,-5.404417,58.234984,115
Scotland,nation,654,-5.375732,58.264877,115
Scotland,nation,655,-5.307472,58.225727,115
Scotland,nation,656,-5.242738,58.249782,115
Scotland,nation,657,-5.280129,58.257837,115
Scotland,nation,658,-5.26218,58.268673,115
Scotland,nation,659,-5.241679,58.249386,115
Scotland,nation,660,-5.230403,58.25866,115
Scotland,nation,661,-5.20342,58.246699,115
Scotland,nation,662,-5.183185,58.252678,115
Scotland,nation,663,-5.158475,58.233647,115
Scotland,nation,664,-5.165197,58.259165,115
Scotland,nation,665,-5.128423,58.259216,115
Scotland,nation,666,-5.134011,58.266819,115
Scotland,nation,667,-5.108943,58.270159,115
Scotland,nation,668,-5.056263,58.246617,115
Scotland,nation,669,-5.007458,58.254916,115
Scotland,nation,670,-4.998237,58.239006,115
Scotland,nation,671,-4.938945,58.217023,115
Scotland,nation,672,-4.994999,58.250922,115
Scotland,nation,673,-4.920606,58.255885,115
Scotland,nation,674,-5.056778,58.257439,115
Scotland,nation,675,-5.108086,58.283315,115
Scotland,nation,676,-5.134229,58.277769,115
Scotland,nation,677,-5.120612,58.293826,115
Scotland,nation,678,-5.139878,58.290882,115
Scotland,nation,679,-5.128349,58.310403,115
Scotland,nation,680,-5.14793,58.312065,115
Scotland,nation,681,-5.130293,58.320347,115
Scotland,nation,682,-5.14635,58.32714,115
Scotland,nation,683,-5.163216,58.318383,115
Scotland,nation,684,-5.158692,58.335347,115
Scotland,nation,685,-5.188406,58.350845,115
Scotland,nation,686,-5.155426,58.352998,115
Scotland,nation,687,-5.176278,58.361999,115
Scotland,nation,688,-5.145052,58.385842,115
Scotland,nation,689,-5.142786,58.412563,115
Scotland,nation,690,-5.115801,58.396353,115
Scotland,nation,691,-5.019584,58.376837,115
Scotland,nation,692,-5.07144,58.40235,115
Scotland,nation,693,-5.032468,58.409858,115
Scotland,nation,694,-5.094832,58.406802,115
Scotland,nation,695,-5.114616,58.415116,115
Scotland,nation,696,-5.072415,58.415407,115
Scotland,nation,697,-5.118011,58.428514,115
Scotland,nation,698,-5.074854,58.452011,115
Scotland,nation,699,-5.036622,58.449054,115
Scotland,nation,700,-5.07885,58.457123,115
Scotland,nation,701,-5.056215,58.463613,115
Scotland,nation,702,-5.12658,58.489737,115
Scotland,nation,703,-5.104483,58.529094,115
Scotland,nation,704,-5.048794,58.546497,115
Scotland,nation,705,-5.015527,58.577753,115
Scotland,nation,706,-5.007121,58.625835,115
Scotland,nation,707,-4.956178,58.610504,115
Scotland,nation,708,-4.876321,58.615417,115
Scotland,nation,709,-4.824493,58.596984,115
Scotland,nation,710,-4.819016,58.574758,115
Scotland,nation,711,-4.803384,58.576905,115
Scotland,nation,712,-4.810793,58.569927,115
Scotland,nation,713,-4.769508,58.581101,115
Scotland,nation,714,-4.792387,58.600675,115
Scotland,nation,715,-4.767539,58.605288,115
Scotland,nation,716,-4.735958,58.568583,115
Scotland,nation,717,-4.653182,58.551123,115
Scotland,nation,718,-4.652998,58.532671,115
Scotland,nation,719,-4.757052,58.44886,115
Scotland,nation,720,-4.664425,58.482754,115
Scotland,nation,721,-4.642341,58.520505,115
Scotland,nation,722,-4.617898,58.523814,115
Scotland,nation,723,-4.620466,58.509551,115
Scotland,nation,724,-4.581039,58.579918,115
Scotland,nation,725,-4.49984,58.577076,115
Scotland,nation,726,-4.456559,58.561604,115
Scotland,nation,727,-4.455696,58.547478,115
Scotland,nation,728,-4.43666,58.55634,115
Scotland,nation,729,-4.420385,58.524916,115
Scotland,nation,730,-4.388151,58.541524,115
Scotland,nation,731,-4.415264,58.515006,115
Scotland,nation,732,-4.404675,58.507182,115
Scotland,nation,733,-4.418036,58.503678,115
Scotland,nation,734,-4.410638,58.500809,115
Scotland,nation,735,-4.357093,58.536703,115
Scotland,nation,736,-4.303084,58.544299,115
Scotland,nation,737,-4.258991,58.527281,115
Scotland,nation,738,-4.24013,58.537903,115
Scotland,nation,739,-4.214495,58.53153,115
Scotland,nation,740,-4.212333,58.553209,115
Scotland,nation,741,-4.174684,58.542308,115
Scotland,nation,742,-4.126336,58.569633,115
Scotland,nation,743,-4.072009,58.554148,115
Scotland,nation,744,-4.019069,58.601796,115
Scotland,nation,745,-4.005833,58.570573,115
Scotland,nation,746,-3.934239,58.573995,115
Scotland,nation,747,-3.912959,58.559716,115
Scotland,nation,748,-3.800959,58.573692,115
Scotland,nation,749,-3.779853,58.566168,115
Scotland,nation,750,-3.652869,58.623727,115
Scotland,nation,751,-3.633231,58.615231,115
Scotland,nation,752,-3.535571,58.623274,115
Scotland,nation,753,-3.54987,58.60823,115
Scotland,nation,754,-3.52533,58.598311,115
Scotland,nation,755,-3.459423,58.612958,115
Scotland,nation,756,-3.371828,58.594553,115
Scotland,nation,757,-3.352051,58.616222,115
Scotland,nation,758,-3.413666,58.640447,115
Scotland,nation,759,-3.408962,58.659035,115
Scotland,nation,760,-3.377158,58.672598,115
Scotland,nation,761,-3.343406,58.647233,115
Scotland,nation,762,-3.311945,58.643412,115
